delta = 0.000000  ,  alpha = 0.100000 ---- MSE = 0.000487
delta = 0.000050  ,  alpha = 0.010000 ---- MSE = 0.000934
delta = 0.000050  ,  alpha = 0.005000 ---- MSE = 0.000998
delta = 0.000050  ,  alpha = 0.001000 ---- MSE = 0.002089
delta = 0.000050  ,  alpha = 0.000500 ---- MSE = 0.002833
delta = 0.000050  ,  alpha = 0.000100 ---- MSE = 0.037985
delta = 0.000050  ,  alpha = 0.000050 ---- MSE = 0.085432
delta = 0.000050  ,  alpha = 0.000010 ---- MSE = 0.162352
delta = 0.000010  ,  alpha = 0.100000 ---- MSE = 0.000487
delta = 0.000010  ,  alpha = 0.050000 ---- MSE = 0.000594
delta = 0.000010  ,  alpha = 0.010000 ---- MSE = 0.000934
delta = 0.000010  ,  alpha = 0.005000 ---- MSE = 0.000998
delta = 0.000010  ,  alpha = 0.001000 ---- MSE = 0.002089
delta = 0.000010  ,  alpha = 0.000500 ---- MSE = 0.002833
delta = 0.000010  ,  alpha = 0.000100 ---- MSE = 0.037982
delta = 0.000010  ,  alpha = 0.000050 ---- MSE = 0.085430
delta = 0.000010  ,  alpha = 0.000010 ---- MSE = 0.162351

Minimum error at alpha = 0.100000 ,  delta = 0.000000 --- MSE = 0.000487 
>> 
